Codes;Eng;Ru;Uzb
438415006;Trans-arterial hepatic radioembolisation using yttrium-90 microspheres;Трансартериальная радиоемболизация печени микросферами иттрия-90;Ittriy-90 mikrosferalari bilan jigarni transarterial radioembolizatsiya qilish
235162005;Trans-hiatal oesophagectomy;Трансхиатальная эзофагэктомия;Transhiatal qizilo‘ngachni olib tashlash
275223004;Transabdominal chorionic villus biopsy;Трансабдоминальная биопсия хориона;Qorin orqali xorion villus biopsiyasi
53551007;Transabdominal encephalocentesis of fetal head;Трансабдоминальная энцефалоцентез головки плода;Qorin orqali homila boshining ensefalosentezi
13852005;Transabdominal gastroscopy;Трансабдоминальная гастроскопия;Transabdominal gastroskopiya
1287681009;Transabdominal ultrasonography of intestine;Трансабдоминальное ультразвуковое исследование кишечника;Transabdominal ichak ultratovush tekshiruvi
1381843006;Transabdominal ultrasonography of pelvis;Трансабдоминальное ультразвуковое исследование органов малого таза;Transabdominal tos a’zolari ultratovush tekshiruvi
17447008;Transactional analysis;Транзакционный анализ;Transaksion tahlil
174283009;Transanal biopsy of lesion of rectum;Трансанальная биопсия поражения прямой кишки;To‘g‘ri ichak shikastlanishining transanal biopsiyasi
303586004;Transanal destruction of lesion of anus;Трансантальное разрушение поражения ануса;Anus shikastlanishining transanal destruksiyasi
265426008;Transanal destruction of lesion of rectum;Трансантальное разрушение поражения прямой кишки;To‘g‘ri ichak shikastlanishining transanal destruksiyasi
275013003;Transanal destruction of rectal polyp;Трансантальное разрушение полипа прямой кишки;To‘g‘ri ichak polipining transanal destruksiyasi
443665007;Transanal disk excision of rectum;Трансантальное дисковое иссечение прямой кишки;To‘g‘ri ichakning transanal diskli eksiziyasi
8,71971E+14;Transanal endoscopic microsurgery;Трансантальная эндоскопическая микрохирургия;Transanal endoskopik mikroxirurgiya
13678003;Transanal enema;Трансантальная клизма;Transanal klizma
265425007;Transanal excision of lesion of rectum;Трансантальное иссечение поражения прямой кишки;To‘g‘ri ichak shikastlanishining transanal eksiziyasi
314610005;Transanal excision of neoplasm of rectal submucosa;Трансантальное иссечение новообразования подслизистой оболочки прямой кишки;To‘g‘ri ichak submukozasidagi o‘simtaning transanal eksiziyasi
275012008;Transanal excision of rectal polyp;Трансантальное иссечение полипа прямой кишки;To‘g‘ri ichak polipining transanal eksiziyasi
8,20611E+14;Transanal minimally invasive excision of rectum;Трансантальное малоинвазивное иссечение прямой кишки;To‘g‘ri ichakning transanal minimal invaziv eksiziyasi
1416171000168106;Transanal minimally invasive surgery for resection of rectal polyp;Трансантальная малоинвазивная операция по резекции полипа прямой кишки;To‘g‘ri ichak polipini rezeksiya qilish uchun transanal minimal invaziv operatsiya
713593003;Transanal radiofrequency thermotherapy of anal sphincter;Трансантальная радиочастотная термотерапия анального сфинктера;Anal sfinkterning transanal radiochastotali termoterapiyasi
430798009;Transanal resection of rectum and anastomosis using staples;Трансантальная резекция прямой кишки с анастомозом с использованием скобок;To‘g‘ri ichakning transanal rezektsiyasi va stapler yordamida anastomoz
1258871004;Transanal total mesorectal excision;Трансантальное тотальное мезоректальное иссечение;Transanal to‘liq mezorektal eksiziya
265027007;Transantral ethmoidectomy;Трансантральная этмоидэктомия;Transantral etmoidektomiya
232487002;Transantral ligation of maxillary artery;Трансантральное лигирование верхнечелюстной артерии;Transantral yuqori jag‘ arteriyasini bog‘lash
172858004;Transantral neurectomy of vidian nerve using sublabial approach;Трансантральная неврэктомия видиева нерва сублабиальным доступом;Sub labial kirish orqali vidian nervining transantral nevrektomiyasi
231554000;Transantral transethmoidal orbital decompression;Трансантральная трансэтмоидальная орбитальная декомпрессия;Transantral transetmoidal orbital dekompressiya
230954003;Transantral vidian nerve neurectomy;Трансантральная неврэктомия видиева нерва;Transantral vidian nervi nevrektomiyasi
443887000;Transapical implantation of aortic valve;Трансапикальная имплантация аортального клапана;Aorta klapanining transapikal implantatsiyasi
1231726001;Transapical transcatheter implantation of bioprosthetic mitral valve prosthesis into mitral annuloplasty ring using fluoroscopic and transoesophageal echocardiographic guidance;Трансапикальная транскатетерная имплантация биопротезного митрального клапана в кольцо митральной аннулопластики под флюороскопическим и чреспищеводным эхокардиографическим контролем;Fluoroskopiya va transozofageal exokardiografiya nazorati ostida mitral anuloplastika halqasiga bioprotez mitral klapanni transapikal transkateter implantatsiyasi
