					S01BC	Nosteroid yalligʻlanishga qarshi preparatlar	Нестероидные противовоспалительные препараты	S01BC04	Flurbiprofen	Флурбипрофен
					S01BC	Nosteroid yalligʻlanishga qarshi preparatlar	Нестероидные противовоспалительные препараты	S01BC05	Ketorolak	Кеторолак
					S01BC	Nosteroid yalligʻlanishga qarshi preparatlar	Нестероидные противовоспалительные препараты	S01BC06	Piroksikam	Пироксикам
					S01BC	Nosteroid yalligʻlanishga qarshi preparatlar	Нестероидные противовоспалительные препараты	S01BC07	Bendazak	Бендазак
					S01BC	Nosteroid yalligʻlanishga qarshi preparatlar	Нестероидные противовоспалительные препараты	S01BC08	Salitsil kislotasi	Салициловая кислота
					S01BC	Nosteroid yalligʻlanishga qarshi preparatlar	Нестероидные противовоспалительные препараты	S01BC09	Pranoprofen	Пранопрофен
					S01BC	Nosteroid yalligʻlanishga qarshi preparatlar	Нестероидные противовоспалительные препараты	S01BC10	Nepafenak	Непафенак
					S01BC	Nosteroid yalligʻlanishga qarshi preparatlar	Нестероидные противовоспалительные препараты	S01BC11	Bromfenak	Бромфенак
					S01CA	Kortikosteroidlar mikroblarga qarshi vositalar bilan majmuada 	Кортикостероиды в комбинации с противомикробными средствами	S01CA01	Deksametazon mikroblarga qarshi preparatlar bilan majmuada	Дексаметазон в комбинации с противомикробными препаратами
					S01CA	Kortikosteroidlar mikroblarga qarshi vositalar bilan majmuada 	Кортикостероиды в комбинации с противомикробными средствами	S01CA02	Prednizolon mikroblarga qarshi preparatlar bilan majmuada	Преднизолон в комбинации с противомикробными препаратами
					S01CA	Kortikosteroidlar mikroblarga qarshi vositalar bilan majmuada 	Кортикостероиды в комбинации с противомикробными средствами	S01CA03	Gidrokortizon mikroblarga qarshi preparatlar bilan majmuada	Гидрокортизон в комбинации с противомикробными препаратами
					S01CA	Kortikosteroidlar mikroblarga qarshi vositalar bilan majmuada 	Кортикостероиды в комбинации с противомикробными средствами	S01CA04	Fluokortolon mikroblarga qarshi preparatlar bilan majmuada	Флуокортолон в комбинации с противомикробными препаратами
					S01CA	Kortikosteroidlar mikroblarga qarshi vositalar bilan majmuada 	Кортикостероиды в комбинации с противомикробными средствами	S01CA05	Betametazon mikroblarga qarshi preparatlar bilan majmuada	Бетаметазон в комбинации с противомикробными препаратами
					S01CA	Kortikosteroidlar mikroblarga qarshi vositalar bilan majmuada 	Кортикостероиды в комбинации с противомикробными средствами	S01CA06	Fludrokortizon mikroblarga qarshi preparatlar bilan majmuada	Флудрокортизон в комбинации с противомикробными препаратами
					S01CA	Kortikosteroidlar mikroblarga qarshi vositalar bilan majmuada 	Кортикостероиды в комбинации с противомикробными средствами	S01CA07	Ftormetoron mikroblarga qarshi preparatlar bilan majmuada	Фторметорон в комбинации с противомикробными препаратами
					S01CA	Kortikosteroidlar mikroblarga qarshi vositalar bilan majmuada 	Кортикостероиды в комбинации с противомикробными средствами	S01CA08	Metilprednizolon mikroblarga qarshi preparatlar bilan majmuada	Метилпреднизолон в комбинации с противомикробными препаратами
					S01CA	Kortikosteroidlar mikroblarga qarshi vositalar bilan majmuada 	Кортикостероиды в комбинации с противомикробными средствами	S01CA09	Xlorprednizolon mikroblarga qarshi preparatlar bilan majmuada	Хлорпреднизолон в комбинации с противомикробными препаратами
					S01CA	Kortikosteroidlar mikroblarga qarshi vositalar bilan majmuada 	Кортикостероиды в комбинации с противомикробными средствами	S01CA10	Fluotsinolona atsetonid mikroblarga qarshi preparatlar bilan majmuada	Флуоцинолона ацетонид в комбинации с противомикробными препаратами
					S01CA	Kortikosteroidlar mikroblarga qarshi vositalar bilan majmuada 	Кортикостероиды в комбинации с противомикробными средствами	S01CA11	Klobetazol mikroblarga qarshi preparatlar bilan majmuada	Клобетазол в комбинации с противомикробными препаратами
					S01CB	Kartikosteroidlar/mikroblarga qarshi/midriatik vositalar majmuada	Кортикостероиды / противомикробные / мидриатические средства в комбинации	S01CB01	Deksametazon mikroblarga qarshi preparatlar va midriatiklar bilan majmuada	Дексаметазон в комбинации с противомикробными препаратами и мидриатиками
					S01CB	Kartikosteroidlar/mikroblarga qarshi/midriatik vositalar majmuada	Кортикостероиды / противомикробные / мидриатические средства в комбинации	S01CB02	Prednizolon mikroblarga qarshi preparatlar va midriatiklar bilan majmuada	Преднизолон в комбинации с противомикробными препаратами и мидриатиками
					S01CB	Kartikosteroidlar/mikroblarga qarshi/midriatik vositalar majmuada	Кортикостероиды / противомикробные / мидриатические средства в комбинации	S01CB03	Gidrokortizon mikroblarga qarshi preparatlar va midriatiklar bilan majmuada	Гидрокортизон в комбинации с противомикробными препаратами и мидриатиками
					S01CB	Kartikosteroidlar/mikroblarga qarshi/midriatik vositalar majmuada	Кортикостероиды / противомикробные / мидриатические средства в комбинации	S01CB04	Betametazon mikroblarga qarshi preparatlar va midriatiklar bilan majmuada	Бетаметазон в комбинации с противомикробными препаратами и мидриатиками
					S01CB	Kartikosteroidlar/mikroblarga qarshi/midriatik vositalar majmuada	Кортикостероиды / противомикробные / мидриатические средства в комбинации	S01CB05	Ftormetolon mikroblarga qarshi preparatlar va midriatiklar bilan majmuada	Фторметолон в комбинации с противомикробными препаратами и мидриатиками
					S01CC	Mikroblarga qarshi va nosteroid yalligʻlanishga qarshi vositalar majmuada	Нестероидные противовоспалительные и противомикробные средства в комбинации	S01CC01	Diklofenak mikroblarga qarshi preparatlar  bilan majmuada	Диклофенак в комбинации с противомикробными препаратами
					S01CC	Mikroblarga qarshi va nosteroid yalligʻlanishga qarshi vositalar majmuada	Нестероидные противовоспалительные и противомикробные средства в комбинации	S01CC02	Indometatsin va infeksiyalarga qarshi vositalar	Индометацин и противоинфекционные средства
					S01EA	Glaukomani davolash uchun simpatomimetiklar	Симпатомиметики для лечения глаукомы	S01EA01	Epinefrin	Эпинефрин
					S01EA	Glaukomani davolash uchun simpatomimetiklar	Симпатомиметики для лечения глаукомы	S01EA02	Dipivefrin	Дипивефрин
					S01EA	Glaukomani davolash uchun simpatomimetiklar	Симпатомиметики для лечения глаукомы	S01EA03	Apraklonidin	Апраклонидин
					S01EA	Glaukomani davolash uchun simpatomimetiklar	Симпатомиметики для лечения глаукомы	S01EA04	Klonidin	Клонидин
					S01EA	Glaukomani davolash uchun simpatomimetiklar	Симпатомиметики для лечения глаукомы	S01EA05	Brimonidin	Бримонидин
					S01EA	Glaukomani davolash uchun simpatomimetiklar	Симпатомиметики для лечения глаукомы	S01EA51	Epinefrin boshqa vositalar bilan majmuada	Эпинефрин в комбинации со средствами
					S01EB	Parasimpatomimetiklar	Парасимпатомиметики	S01EB01	Pilokarpin	Пилокарпин
					S01EB	Parasimpatomimetiklar	Парасимпатомиметики	S01EB02	Karbaxol	Карбахол
					S01EB	Parasimpatomimetiklar	Парасимпатомиметики	S01EB03	Ekotiopat	Экотиопат
